time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010443700000	4.11327	0.566699	5.49086	0.0138066	0.0293148	lidar	2.02598	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
1477010443750000	4.37572	0.590203	5.36415	0.0250009	0.0404684	radar	1.7566	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
1477010443800000	4.59589	0.660205	5.27791	0.0642615	0.0912855	lidar	6.38181	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
1477010443850000	4.84957	0.665722	5.1204	0.0614364	0.080349	radar	2.82417	5.20902	0.66599	5.01315	0.679804	5.1727	0.272649
1477010443900000	5.17057	0.671207	5.2349	0.0556008	0.0652337	lidar	6.44601	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
1477010443950000	5.43525	0.682141	5.30745	0.057343	0.0637886	radar	0.798933	5.22835	0.639362	5.53013	0.710295	5.16422	0.337868
1477010444000000	5.75098	0.696998	5.39571	0.0571646	0.0582198	lidar	3.88564	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
1477010444050000	5.99271	0.653974	5.18643	0.031604	0.0195622	radar	4.58313	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
1477010444100000	6.26302	0.730325	5.21148	0.0649306	0.0625684	lidar	3.10386	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
1477010444150000	6.51486	0.75865	5.13584	0.0733634	0.069454	radar	0.522794	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
1477010444200000	6.77322	0.761679	5.13861	0.0689228	0.0588809	lidar	0.139754	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
1477010444250000	7.01511	0.754668	4.95589	0.0597367	0.0422539	radar	2.86769	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
1477010444300000	7.23999	0.820048	4.92339	0.0870959	0.0758317	lidar	1.71255	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
1477010444350000	7.54012	0.83635	5.18208	0.0861089	0.0694516	radar	5.40303	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
1477010444400000	7.80084	0.821112	5.18225	0.0711186	0.0451626	lidar	0.635689	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
1477010444450000	8.04939	0.839738	5.0266	0.0733479	0.0447341	radar	2.65063	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
1477010444500000	8.29166	0.853999	5.01242	0.0738063	0.0424473	lidar	0.111459	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
1477010444550000	8.56648	0.934719	5.24548	0.105345	0.0809346	radar	6.16189	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
1477010444600000	8.81271	0.988954	5.22492	0.122644	0.0980488	lidar	0.466209	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
1477010444650000	9.1053	1.02818	5.27927	0.12917	0.0999802	radar	7.11128	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
1477010444700000	9.34906	1.06041	5.24916	0.133903	0.0997311	lidar	0.466201	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
1477010444750000	9.63079	1.1319	5.30882	0.154786	0.119799	radar	4.467	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
1477010444800000	9.91281	1.25563	5.36119	0.198367	0.167035	lidar	3.24373	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
1477010444850000	10.1585	1.34223	5.16848	0.224676	0.19107	radar	5.15888	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
1477010444900000	10.3828	1.42251	5.13006	0.246038	0.206009	lidar	1.04733	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
1477010444950000	10.6121	1.50116	4.93414	0.266773	0.220803	radar	3.24891	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
1477010445000000	10.8327	1.53349	4.89289	0.263433	0.203234	lidar	0.945047	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
1477010445050000	11.1022	1.5861	5.03221	0.263928	0.190254	radar	2.39297	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1477010445100000	11.3844	1.63537	5.09042	0.261848	0.175776	lidar	2.21977	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
1477010445150000	11.6143	1.69036	5.00655	0.267159	0.172055	radar	0.638452	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.843	1.75551	4.98575	0.276024	0.17243	lidar	0.22275	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.1024	1.84743	5.13738	0.291991	0.180276	radar	1.51746	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3471	1.87787	5.1138	0.280622	0.155482	lidar	0.609598	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6048	1.94137	5.21201	0.282305	0.147148	radar	0.678053	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.8074	2.07492	5.16688	0.322066	0.186554	lidar	3.21758	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.0776	2.18773	5.33539	0.340502	0.195956	radar	2.72307	13.2198	2.66441	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.2849	2.32849	5.29499	0.378022	0.229617	lidar	2.56359	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.459	2.46762	5.01034	0.420197	0.271147	radar	11.134	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.7094	2.58447	5.05549	0.436712	0.274637	lidar	0.935536	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.9289	2.6951	5.0221	0.453136	0.278431	radar	0.149099	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.1583	2.85004	5.06315	0.485511	0.300536	lidar	0.686945	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.4103	2.96662	5.22718	0.491243	0.285925	radar	1.30513	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.6167	3.03589	5.14444	0.485008	0.261406	lidar	2.27794	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.8492	3.19595	5.2603	0.511931	0.276255	radar	3.45379	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0615	3.3896	5.29421	0.55536	0.311769	lidar	1.01943	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.271	3.55607	5.20063	0.587403	0.334979	radar	2.70681	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.4867	3.74376	5.24409	0.621439	0.35565	lidar	0.546782	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.6968	3.87793	5.20704	0.631632	0.347068	radar	1.03649	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9189	4.01901	5.21051	0.640479	0.336916	lidar	0.214263	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1138	4.17482	5.07583	0.663599	0.348956	radar	1.5301	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.3098	4.37009	5.11687	0.696297	0.367155	lidar	0.391973	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5208	4.53529	5.17047	0.7095	0.359614	radar	0.678797	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.6975	4.7001	5.14062	0.729294	0.361709	lidar	0.499716	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8516	4.87438	4.89501	0.764967	0.392088	radar	3.40941	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.0121	5.10292	4.95327	0.80963	0.421887	lidar	0.817541	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.1845	5.26245	4.91969	0.82217	0.412141	radar	1.4496	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3396	5.44454	4.90792	0.845384	0.41517	lidar	0.137895	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.4986	5.60002	4.83303	0.857271	0.406202	radar	2.72522	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.6863	5.72387	4.77989	0.847449	0.370685	lidar	1.27828	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.8346	5.90588	4.70925	0.871864	0.380994	radar	0.58091	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0044	6.1066	4.76118	0.892015	0.382596	lidar	1.00271	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.158	6.30978	4.82007	0.913772	0.384319	radar	0.925433	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.2779	6.55959	4.88404	0.960219	0.416409	lidar	0.957818	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4124	6.76792	4.87341	0.985557	0.423089	radar	0.27565	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5574	6.90256	4.77093	0.979616	0.39109	lidar	1.34463	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7085	7.11139	4.88344	0.991218	0.376885	radar	0.801692	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9045	7.2529	4.83547	0.969266	0.32958	lidar	3.65255	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	18.9968	7.43948	4.6532	1.00177	0.355334	radar	3.56129	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0847	7.71975	4.76335	1.0571	0.399393	lidar	1.87402	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.208	7.92341	4.79099	1.07075	0.389841	radar	0.27088	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2855	8.14574	4.78191	1.10511	0.406638	lidar	1.28927	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.3857	8.35569	4.82286	1.12174	0.397681	radar	2.13651	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4804	8.49747	4.67754	1.12237	0.374531	lidar	3.08399	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.575	8.69771	4.62179	1.14171	0.377617	radar	0.426761	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7341	8.87803	4.61048	1.12946	0.342484	lidar	4.00757	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8125	9.08969	4.53736	1.1582	0.3609	radar	0.90749	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9384	9.33059	4.62253	1.17159	0.356701	lidar	3.41837	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9905	9.53682	4.47721	1.20864	0.387721	radar	2.25581	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0724	9.7913	4.56501	1.23753	0.39944	lidar	1.18554	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.1341	10.0448	4.68121	1.26648	0.405317	radar	7.46008	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1787	10.3345	4.79843	1.31104	0.433725	lidar	1.21359	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.1977	10.5626	4.68594	1.35566	0.46948	radar	2.87091	19.6774	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.252	10.8502	4.80675	1.38884	0.481419	lidar	2.23248	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.279	11.1136	4.87983	1.42108	0.488033	radar	4.8881	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.3136	11.3526	4.87505	1.44445	0.486864	lidar	0.0018203	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2646	11.5898	4.69547	1.51629	0.561689	radar	10.3566	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3344	11.8304	4.71557	1.52175	0.537132	lidar	4.81748	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3582	12.0693	4.83429	1.52854	0.497291	radar	3.82785	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.34	12.3714	4.96608	1.57116	0.517587	lidar	1.05909	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2929	12.6026	4.82978	1.62683	0.568515	radar	3.16118	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3193	12.8375	4.81154	1.63768	0.549384	lidar	1.88671	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.3109	13.0615	4.76552	1.66079	0.546226	radar	2.0624	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2781	13.2678	4.70001	1.68884	0.546513	lidar	0.91061	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2414	13.5005	4.72668	1.71432	0.539148	radar	1.31642	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2159	13.7688	4.80081	1.73848	0.536725	lidar	1.41875	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1642	13.9897	4.74345	1.77287	0.551146	radar	0.805117	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.1037	14.2546	4.82204	1.805	0.556704	lidar	0.431649	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0327	14.4824	4.82044	1.83627	0.558908	radar	1.36915	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9176	14.7494	4.92677	1.88285	0.579637	lidar	1.18521	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8518	14.9653	4.91018	1.89921	0.555049	radar	3.38041	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8272	15.1737	4.82006	1.90579	0.532054	lidar	2.17756	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.7035	15.3721	4.66826	1.97802	0.621155	radar	7.76868	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6835	15.5448	4.51945	1.98296	0.59256	lidar	3.10547	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.5986	15.7391	4.49684	2.00717	0.582555	radar	1.215	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4873	15.9632	4.55622	2.0395	0.586279	lidar	0.156533	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.3896	16.1672	4.58323	2.05495	0.556592	radar	1.79653	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2797	16.3457	4.53541	2.08515	0.558888	lidar	0.394069	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1678	16.5359	4.51801	2.11419	0.561901	radar	0.215454	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0255	16.7628	4.61732	2.14596	0.566168	lidar	0.420948	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8696	16.9544	4.60956	2.20587	0.63065	radar	6.75794	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6752	17.2163	4.83647	2.24437	0.638552	lidar	2.13062	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5752	17.4186	4.81823	2.22766	0.547153	radar	5.92611	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3486	17.6263	4.95809	2.27651	0.569297	lidar	3.71591	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2097	17.8208	4.95231	2.27988	0.519932	radar	2.29818	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0844	17.9999	4.88532	2.2955	0.509407	lidar	0.988384	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9099	18.1527	4.83905	2.33905	0.542094	radar	2.06734	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7937	18.2796	4.67442	2.35972	0.535465	lidar	1.06844	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6661	18.4548	4.63534	2.36713	0.507885	radar	6.5937	18.8558	18.1365	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4584	18.6496	4.76126	2.39577	0.51117	lidar	0.589881	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2817	18.7872	4.72288	2.43082	0.527781	radar	1.75477	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1269	18.9176	4.64315	2.45541	0.525995	lidar	0.23804	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9596	19.0879	4.6602	2.46765	0.505371	radar	3.07129	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7385	19.2075	4.68528	2.50822	0.521	lidar	2.72289	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5448	19.3642	4.72781	2.53207	0.522497	radar	3.2651	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3045	19.5384	4.87352	2.55729	0.520984	lidar	0.782681	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0836	19.6197	4.83427	2.60814	0.557485	radar	10.1208	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8749	19.7659	4.87138	2.62829	0.549397	lidar	0.716289	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6913	19.8867	4.78764	2.63405	0.504889	radar	3.28134	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4485	20.0486	4.9175	2.65096	0.495417	lidar	1.13216	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2272	20.1977	4.96607	2.66151	0.474669	radar	5.5385	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0501	20.3202	4.89311	2.67434	0.464177	lidar	1.99642	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8181	20.4039	4.89575	2.7114	0.485002	radar	2.14205	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6054	20.5204	4.8953	2.72854	0.477802	lidar	0.609571	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3619	20.6123	4.94847	2.76348	0.500142	radar	1.20179	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1178	20.6841	4.95591	2.79577	0.507478	lidar	0.672621	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.8755	20.759	4.98627	2.82995	0.525512	radar	0.331723	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.5962	20.8249	5.06453	2.86369	0.532305	lidar	1.43022	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3413	20.8599	5.10726	2.9146	0.577779	radar	2.34786	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1045	20.8941	5.06149	2.94902	0.584011	lidar	0.244958	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.8709	20.9538	5.03355	2.97034	0.573712	radar	1.82639	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.6942	20.9845	4.87172	2.99732	0.574721	lidar	2.20723	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4345	21.0288	4.93085	3.02399	0.574113	radar	2.51647	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.1897	21.0646	4.9375	3.04903	0.570187	lidar	0.124223	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.951	21.0846	4.93964	3.07994	0.57756	radar	0.969986	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7173	21.0507	4.88392	3.1254	0.595928	lidar	1.94493	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4705	21.0371	4.88521	3.16081	0.602432	radar	1.082	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2664	21.0256	4.79605	3.1927	0.606235	lidar	0.662366	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0102	20.9876	4.82956	3.23156	0.615512	radar	4.16181	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.8114	20.9457	4.73411	3.27047	0.626364	lidar	0.450554	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5705	20.9402	4.6516	3.28032	0.586079	radar	5.47825	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2684	20.9767	4.82191	3.27673	0.546745	lidar	3.67402	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0332	20.9564	4.80905	3.2974	0.538173	radar	1.0134	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.85578	20.9131	4.67994	3.33094	0.548314	lidar	1.43677	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.63793	20.8967	4.55098	3.33735	0.510129	radar	1.98568	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.45354	20.8457	4.46896	3.36878	0.518358	lidar	0.506759	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.24491	20.7986	4.47259	3.39534	0.522484	radar	1.39174	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.91751	20.7789	4.70763	3.39133	0.484907	lidar	3.26113	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.71305	20.6965	4.67746	3.42901	0.502785	radar	4.25776	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.41209	20.6197	4.84437	3.44571	0.49004	lidar	3.11509	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.18316	20.54	4.85803	3.47357	0.495788	radar	0.0638417	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.93241	20.4616	4.90431	3.49347	0.489559	lidar	0.146032	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.71465	20.3766	4.93912	3.52423	0.504721	radar	3.35851	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.37658	20.3225	5.1561	3.51415	0.462324	lidar	3.01448	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.13766	20.2292	5.12499	3.53337	0.453869	radar	0.27059	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.86892	20.145	5.18805	3.5439	0.439645	lidar	0.309233	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.64064	20.0554	5.1305	3.55971	0.429099	radar	0.609381	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.39715	19.9619	5.14642	3.57462	0.421886	lidar	0.154904	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.18001	19.8692	5.10815	3.59287	0.419943	radar	3.01432	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.91583	19.7744	5.17194	3.6	0.403921	lidar	0.405887	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.67002	19.6323	5.29085	3.63189	0.425312	radar	1.63635	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.52228	19.5039	5.12149	3.67228	0.44938	lidar	2.11695	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.31947	19.3557	5.11344	3.70506	0.462732	radar	1.8363	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.1163	19.2521	5.06863	3.71949	0.454506	lidar	2.01187	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.93973	19.1388	4.91114	3.73709	0.44326	radar	4.64233	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.79212	18.9891	4.81576	3.7762	0.464036	lidar	0.683286	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57669	18.8389	4.929	3.79863	0.468001	radar	1.62147	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.4063	18.7077	4.87001	3.82169	0.469169	lidar	1.06224	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23799	18.5638	4.75759	3.84339	0.462229	radar	1.11394	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12537	18.4125	4.63614	3.8851	0.486069	lidar	1.4685	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.92476	18.2404	4.90838	3.91298	0.503629	radar	7.24717	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
