time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010445294720	6.51044	-3.19889	-2.77902	1.99384	0.965686	radar	0.452263	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
1477010445349641	6.56546	-3.3663	-2.83937	2.0305	0.947452	lidar	0.519119	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
1477010445404670	6.6467	-3.53259	-3.00105	2.08292	0.952848	radar	0.795442	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
1477010445459700	6.73284	-3.69232	-3.0377	2.1301	0.946084	lidar	0.257889	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
1477010445514767	6.80194	-3.81211	-2.81644	2.17098	0.927102	radar	1.97441	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
1477010445569835	6.88002	-3.9687	-2.86344	2.20247	0.906272	lidar	0.506928	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
1477010445624820	6.94922	-4.08269	-2.68064	2.23916	0.888644	radar	1.51291	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
1477010445679806	7.01591	-4.2369	-2.72464	2.25527	0.855267	lidar	1.03432	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
1477010445734748	7.06821	-4.31933	-2.32347	2.28826	0.833789	radar	5.92755	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
1477010445789690	7.12558	-4.45104	-2.35296	2.3013	0.800997	lidar	1.02719	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
1477010445844738	7.20169	-4.55703	-2.34014	2.33323	0.788533	radar	0.435763	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
1477010445899786	7.25534	-4.70364	-2.37897	2.32936	0.741273	lidar	2.18885	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
1477010445954759	7.3701	-4.84933	-2.71945	2.35688	0.731097	radar	3.96914	7.31379	-5.05204	7.25	-5	1.81907	-2.72861
1477010446009732	7.43464	-5.00706	-2.74366	2.34616	0.680331	lidar	2.32045	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
1477010446064786	7.51266	-5.1162	-2.62427	2.36575	0.661347	radar	1.34108	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
1477010446119841	7.57177	-5.27987	-2.6551	2.34407	0.602994	lidar	2.76982	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
1477010446174794	7.66439	-5.39727	-2.6339	2.36337	0.588509	radar	0.70088	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
1477010446229748	7.73458	-5.54423	-2.65379	2.35257	0.545301	lidar	1.43483	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
1477010446284703	7.81311	-5.64902	-2.55514	2.3673	0.529475	radar	0.988228	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
1477010446339659	7.86637	-5.80541	-2.57267	2.33908	0.472498	lidar	2.43206	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
1477010446389694	7.99251	-5.95079	-3.02731	2.3549	0.468467	radar	7.42143	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
1477010446439730	8.06045	-6.10946	-3.04594	2.32934	0.419545	lidar	1.76954	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
1477010446494754	8.15155	-6.22635	-2.85361	2.33927	0.404227	radar	1.9999	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
1477010446549779	8.23249	-6.37287	-2.86387	2.32832	0.371089	lidar	0.74904	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
1477010446604767	8.31229	-6.47975	-2.71572	2.33626	0.357753	radar	1.24679	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
1477010446659755	8.37111	-6.63699	-2.72681	2.30683	0.309066	lidar	1.64153	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
1477010446714702	8.46071	-6.75294	-2.72897	2.31503	0.300507	radar	0.468363	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
1477010446769649	8.53106	-6.8936	-2.73238	2.29953	0.268959	lidar	0.725876	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
1477010446819646	8.60424	-6.99386	-2.66957	2.30375	0.25949	radar	0.590992	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
1477010446869643	8.6537	-7.13817	-2.68286	2.27315	0.216553	lidar	1.38888	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
1477010446919691	8.76876	-7.27975	-3.02477	2.28229	0.217935	radar	4.51033	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
1477010446969739	8.83036	-7.43775	-3.04069	2.25206	0.17717	lidar	1.24597	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
1477010447024687	8.89014	-7.54151	-2.65107	2.24496	0.155988	radar	5.9302	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
1477010447079636	8.94492	-7.68823	-2.65724	2.21855	0.121358	lidar	0.898392	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
1477010447129681	9.02616	-7.80798	-2.74578	2.21961	0.117297	radar	0.505627	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
1477010447179726	9.06922	-7.95566	-2.75748	2.18607	0.0783701	lidar	1.17188	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
1477010447234713	9.10827	-8.04664	-2.40171	2.17384	0.0578508	radar	4.89909	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
1477010447289701	9.15049	-8.18417	-2.41075	2.14587	0.0272833	lidar	0.735502	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
1477010447339681	9.23215	-8.31392	-2.6215	2.14658	0.0289688	radar	1.68138	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
1477010447389662	9.2636	-8.46216	-2.64001	2.10823	-0.00997916	lidar	1.21515	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
1477010447444637	9.30723	-8.56834	-2.39078	2.0926	-0.0287068	radar	2.47551	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
1477010447499613	9.33942	-8.71059	-2.40468	2.05939	-0.0595225	lidar	0.753487	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
1477010447549622	9.47347	-8.91022	-3.26625	2.08307	-0.0203644	radar	26.7799	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
1477010447599631	9.52292	-9.08332	-3.28923	2.05114	-0.0506981	lidar	0.671781	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
1477010447649652	9.55417	-9.19814	-2.92655	2.02368	-0.0836552	radar	5.29877	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
1477010447699673	9.59864	-9.34044	-2.92999	2.00413	-0.0987825	lidar	0.204221	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
1477010447749669	9.63256	-9.45289	-2.73184	1.98562	-0.116085	radar	1.78509	9.47534	-9.42627	9.55	-9.5	0	-3.00023
1477010447799666	9.65004	-9.60498	-2.75141	1.94783	-0.14745	lidar	0.774521	9.54779	-9.64959	9.55	-9.65	0	-3.0002
1477010447849716	9.71234	-9.75346	-2.89685	1.94458	-0.140405	radar	0.927422	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997
1477010447899766	9.73409	-9.90774	-2.91081	1.91259	-0.164828	lidar	0.516803	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
1477010447954720	9.75288	-10.027	-2.62997	1.88439	-0.190444	radar	3.27477	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969
1477010448009675	9.78457	-10.1628	-2.62056	1.8674	-0.196737	lidar	0.146246	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969
1477010448059664	9.827	-10.2975	-2.64707	1.85785	-0.19633	radar	0.46784	9.92627	-10.4745	9.75	-10.3	0	-3.00065
1477010448109654	9.83507	-10.4436	-2.66733	1.8246	-0.219099	lidar	0.44836	9.75524	-10.4732	9.75	-10.45	0	-3.00063
1477010448164710	9.87561	-10.5964	-2.78725	1.81747	-0.210679	radar	1.00198	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451
1477010448219767	9.89674	-10.7514	-2.79232	1.79466	-0.221551	lidar	0.126546	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448
1477010448274697	9.91012	-10.8797	-2.59288	1.76764	-0.241996	radar	1.5792	9.88465	-10.9383	9.85	-10.9	0	-2.73074
1477010448329628	9.91081	-11.032	-2.60768	1.73468	-0.261033	lidar	0.342275	9.83614	-11.041	9.85	-11.05	0	-2.73073
1477010448379634	9.93051	-11.1654	-2.64658	1.72186	-0.259545	radar	0.126625	9.83952	-11.1692	9.85	-11.2	0	-2.99965
1477010448429641	9.92067	-11.3163	-2.67708	1.68573	-0.282031	lidar	0.424529	9.84568	-11.3496	9.85	-11.35	0	-2.99961
1477010448479667	9.93549	-11.4577	-2.71687	1.67168	-0.280893	radar	0.131663	9.87961	-11.5637	9.85	-11.5	0	-2.99843
1477010448529693	9.91749	-11.61	-2.74507	1.6342	-0.303654	lidar	0.474676	9.83206	-11.6307	9.85	-11.65	0	-2.99843
1477010448579678	9.87759	-11.6924	-2.2608	1.57073	-0.371548	radar	12.3025	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061
1477010448629664	9.84349	-11.8234	-2.29501	1.52721	-0.395684	lidar	0.567544	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059
1477010448679644	9.8351	-11.9438	-2.33853	1.50757	-0.393774	radar	0.217015	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119
1477010448729625	9.77959	-12.093	-2.4066	1.4513	-0.429178	lidar	1.19361	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116
1477010448779630	9.7433	-12.1918	-2.20097	1.40124	-0.468746	radar	3.27929	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981
1477010448829636	9.67906	-12.3235	-2.25911	1.34477	-0.50044	lidar	1.06429	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979
1477010448879685	9.61389	-12.3867	-1.92393	1.26624	-0.571983	radar	8.35627	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805
1477010448929734	9.52648	-12.5109	-2.01573	1.19569	-0.611886	lidar	1.76452	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804
1477010448984693	9.477	-12.6135	-2.00306	1.15434	-0.620986	radar	0.175742	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953
1477010449039652	9.37641	-12.7411	-2.09687	1.08217	-0.656779	lidar	1.48502	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954
1477010449089745	9.26872	-12.7794	-1.70919	0.9413	-0.799844	radar	20.7476	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629
1477010449139839	9.11668	-12.9026	-1.91761	0.836583	-0.859726	lidar	4.81618	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627
1477010449194745	9.00387	-12.9652	-1.86501	0.730093	-0.934489	radar	4.24382	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651
1477010449249651	8.8569	-13.0575	-2.0089	0.638956	-0.970303	lidar	2.24561	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651
1477010449299701	8.71718	-13.1093	-2.05845	0.512924	-1.06963	radar	5.89813	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005
1477010449349751	8.55468	-13.1804	-2.22152	0.425998	-1.09817	lidar	2.35404	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995
1477010449404748	8.35092	-13.2192	-2.44136	0.264636	-1.22867	radar	9.36694	8.22926	-13.1698	8.2	-13.15	-2.72741	0
1477010449459745	8.1766	-13.245	-2.52406	0.17442	-1.2477	lidar	1.56629	8.03583	-13.1513	8.05	-13.15	-2.72742	0
1477010449514693	8.00627	-13.2532	-2.62349	0.0766379	-1.28336	radar	1.41164	7.82915	-13.0525	7.9	-13.15	-2.72986	0
1477010449569641	7.84195	-13.2477	-2.65655	-0.00714964	-1.29437	lidar	0.680024	7.76538	-13.1647	7.75	-13.15	-2.72986	0
1477010449619676	7.79131	-13.2639	-2.28185	-0.0135591	-1.21102	radar	7.46534	7.66145	-13.3079	7.6	-13.2	-2.9979	-0.999304
1477010449669711	7.61495	-13.2734	-2.43071	-0.0720644	-1.20372	lidar	1.71276	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304
1477010449724687	7.47121	-13.2531	-2.45009	-0.14348	-1.20739	radar	0.911519	7.21108	-13.0985	7.3	-13.25	-2.72846	0
1477010449779664	7.28754	-13.2435	-2.57034	-0.19992	-1.19454	lidar	1.0105	7.16011	-13.2382	7.15	-13.25	-2.72844	0
1477010449829700	7.11248	-13.1869	-2.82231	-0.287139	-1.2325	radar	3.67014	6.88472	-12.9588	7	-13.2	-2.99784	0.999284
1477010449879736	6.94156	-13.1529	-2.90392	-0.337943	-1.22013	lidar	0.532945	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284
1477010449934724	6.80505	-13.1094	-2.81709	-0.394095	-1.20537	radar	0.476447	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275
1477010449989712	6.63173	-13.0574	-2.88329	-0.44594	-1.19047	lidar	0.36171	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284
1477010450044722	6.55024	-13.0313	-2.41002	-0.484124	-1.14398	radar	8.39723	6.40137	-13.0799	6.4	-13.05	-2.72678	0
1477010450099732	6.37852	-12.9946	-2.51023	-0.513264	-1.11119	lidar	1.12597	6.26174	-13.0534	6.25	-13.05	-2.72678	0
1477010450154684	6.2685	-12.9375	-2.40237	-0.566365	-1.09951	radar	0.663647	6.10143	-13.0076	6.1	-13	-2.72966	0.909888
1477010450209637	6.09115	-12.8929	-2.51015	-0.585833	-1.06011	lidar	1.65612	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988
1477010450259674	5.93049	-12.7827	-2.95178	-0.647514	-1.08188	radar	6.70488	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851
1477010450309711	5.7661	-12.7088	-3.02276	-0.672315	-1.05335	lidar	0.895532	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852
1477010450364717	5.6762	-12.6508	-2.58139	-0.709508	-1.01812	radar	7.74226	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995
1477010450419723	5.52741	-12.5816	-2.6304	-0.732672	-0.987025	lidar	0.826196	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995
1477010450474743	5.39754	-12.4645	-2.82011	-0.78709	-0.99112	radar	1.17683	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753
1477010450529764	5.23836	-12.3831	-2.86885	-0.80115	-0.952637	lidar	1.2081	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175
1477010450584712	5.1402	-12.2896	-2.71989	-0.844893	-0.94112	radar	0.871634	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989
1477010450639660	5.00681	-12.196	-2.75016	-0.868402	-0.914079	lidar	0.567907	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199
1477010450689678	4.90917	-12.0813	-2.79876	-0.912338	-0.912383	radar	0.398239	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929
1477010450739696	4.80232	-11.9907	-2.80441	-0.93569	-0.891403	lidar	0.45724	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928
1477010450794748	4.70766	-11.8604	-2.86177	-0.983482	-0.891062	radar	0.138529	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471
1477010450849800	4.62867	-11.7298	-2.85314	-1.03439	-0.893128	lidar	0.0240291	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247
1477010450904754	4.58402	-11.6319	-2.5021	-1.08731	-0.894429	radar	3.81906	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971
1477010450959709	4.52787	-11.5195	-2.4827	-1.1352	-0.89387	lidar	0.165455	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969
1477010451009669	4.4084	-11.3181	-3.28735	-1.16147	-0.876669	radar	21.4801	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032
1477010451059629	4.37345	-11.159	-3.27584	-1.22437	-0.89572	lidar	0.287843	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321
1477010451114691	4.37831	-11.0544	-2.65758	-1.3013	-0.926303	radar	12.908	4.43713	-11.024	4.45	-11.05	0	1.81614
1477010451169754	4.37273	-10.9107	-2.64191	-1.37165	-0.945961	lidar	0.393014	4.45136	-10.93	4.45	-10.95	0	1.81612
1477010451224789	4.35024	-10.7642	-2.67594	-1.42526	-0.94712	radar	0.138986	4.44745	-10.786	4.45	-10.8	0	2.72555
1477010451279824	4.36588	-10.6175	-2.66437	-1.49928	-0.969195	lidar	0.545504	4.45788	-10.6457	4.45	-10.65	0	2.72554
1477010451334789	4.36333	-10.4742	-2.67129	-1.55391	-0.970433	radar	0.233441	4.46329	-10.5756	4.45	-10.5	0	2.729
1477010451389755	4.3849	-10.326	-2.67213	-1.62107	-0.984193	lidar	0.192682	4.44057	-10.3382	4.45	-10.35	0	2.72898
1477010451444763	4.40551	-10.184	-2.64839	-1.68196	-0.991602	radar	0.187852	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687
1477010451499772	4.45881	-10.0341	-2.66484	-1.7599	-1.01463	lidar	0.497715	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685
1477010451554732	4.4917	-9.88699	-2.72364	-1.81236	-1.00875	radar	0.464247	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927
1477010451609692	4.55988	-9.7382	-2.74616	-1.88734	-1.02787	lidar	0.368403	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926
1477010451664722	4.59073	-9.56842	-2.92049	-1.91476	-0.988853	radar	1.84472	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578
1477010451719753	4.67298	-9.42162	-2.93349	-1.98503	-1.00442	lidar	0.385936	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576
1477010451774708	4.75509	-9.28359	-2.91104	-2.05213	-1.01822	radar	0.412171	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952
1477010451829663	4.8656	-9.13517	-2.9632	-2.12755	-1.03689	lidar	0.423529	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951
1477010451879669	4.9534	-9.01128	-2.95683	-2.18619	-1.04591	radar	0.0726786	4.95209	-8.96272	5	-9.05	0.999884	1.99977
1477010451929676	5.03774	-8.90527	-2.92813	-2.23794	-1.04556	lidar	0.111678	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974
1477010451984680	5.11461	-8.77553	-2.9666	-2.26134	-0.996949	radar	1.74632	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708
1477010452039685	5.23613	-8.6457	-3.00222	-2.32191	-1.00217	lidar	0.0759628	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705
1477010452089696	5.34016	-8.5386	-3.00586	-2.36941	-0.997758	radar	0.0427774	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957
1477010452139708	5.45067	-8.43486	-3.00974	-2.41888	-0.997331	lidar	0.00327858	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954
1477010452194711	5.53474	-8.32654	-2.96049	-2.43188	-0.935392	radar	2.46461	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807
1477010452249714	5.62663	-8.23824	-2.87262	-2.47401	-0.927651	lidar	0.482768	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808
1477010452304738	5.69589	-8.12426	-2.80391	-2.46586	-0.840107	radar	4.88791	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608
1477010452359763	5.83338	-8.01064	-2.86604	-2.50993	-0.837418	lidar	0.206864	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606
1477010452414768	5.92096	-7.90409	-2.79743	-2.51096	-0.768654	radar	3.11336	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801
1477010452469773	6.0574	-7.79586	-2.84994	-2.54822	-0.76341	lidar	0.217036	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801
1477010452524779	6.13674	-7.69378	-2.72925	-2.53822	-0.682846	radar	4.43891	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798
1477010452579785	6.26634	-7.59506	-2.76242	-2.57004	-0.677144	lidar	0.157536	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798
1477010452634722	6.35564	-7.5014	-2.65193	-2.56679	-0.613381	radar	3.0556	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027
1477010452689660	6.47729	-7.41193	-2.66622	-2.59416	-0.607397	lidar	0.157767	6.452	-7.36418	6.45	-7.35	1.82025	1.82025
1477010452739683	6.59148	-7.3303	-2.68623	-2.61798	-0.601578	radar	0.784334	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908
1477010452789706	6.73049	-7.23224	-2.77564	-2.63769	-0.590562	lidar	0.508018	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908
1477010452844772	6.76987	-7.13344	-2.43926	-2.5876	-0.462642	radar	13.5991	6.68682	-6.93297	6.8	-7.05	0.908005	1.816
1477010452899838	6.88952	-7.03733	-2.48485	-2.60041	-0.450227	lidar	0.491662	6.86356	-6.94732	6.85	-6.95	0.908	1.81601
1477010452954812	7.01775	-6.96394	-2.5204	-2.62741	-0.454146	radar	0.110513	7.08741	-6.92602	7	-6.85	2.72856	1.81904
1477010453009787	7.156	-6.85948	-2.60411	-2.63621	-0.437717	lidar	0.701444	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902
1477010453064726	7.22237	-6.77274	-2.35105	-2.60348	-0.349688	radar	7.14088	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202
1477010453119666	7.35147	-6.66876	-2.43666	-2.6054	-0.332099	lidar	0.709597	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018
1477010453169672	7.51481	-6.6108	-2.68257	-2.66593	-0.401826	radar	5.76619	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884
1477010453219678	7.64667	-6.52719	-2.73661	-2.67565	-0.391136	lidar	0.2515	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884
1477010453274711	7.7569	-6.45242	-2.63981	-2.67697	-0.362318	radar	0.890813	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549
